order_id,customer_id,order_date,status,region_code,is_guest
O002574,C0076,2024-05-01,RETURNED,EAST,0
O002575,C0142,2025-12-30,CANCELLED,NORTH,0
O002576,C0196,2025-02-16,PLACED,CENTRAL,0
O002577,C0038,2024-05-12,SHIPPED,SOUTH,0
O002578,C0384,2024-02-21,CANCELLED,CENTRAL,0
O002579,,2024-05-11,RETURNED,CENTRAL,1
O002580,C0209,2024-06-30,RETURNED,SOUTH,0
O002581,C0302,2026-01-24,RETURNED,WEST,0
O002582,C0443,2025-02-13,PLACED,WEST,0
O002583,C0007,2024-11-04,PLACED,CENTRAL,0
O002584,C0417,2024-09-09,RETURNED,NORTH,0
O002585,C0080,2024-05-09,DELIVERED,WEST,0
O002586,C0477,2025-02-12,PLACED,SOUTH,0
O002587,C0437,2024-02-04,DELIVERED,NORTH,0
O002588,C0105,2025-06-12,RETURNED,WEST,0
O002589,C0068,2024-02-03,CANCELLED,EAST,0
O002590,C0082,2026-01-30,PLACED,CENTRAL,0
O002591,C0497,2025-12-27,SHIPPED,NORTH,0
O002592,C0292,2025-05-11,PLACED,CENTRAL,0
O002593,C0464,2025-09-27,RETURNED,NORTH,0
O002594,C0333,2026-05-27,PLACED,SOUTH,0
O002595,C0322,2024-01-03,RETURNED,EAST,0
O002596,C0246,2024-06-05,PLACED,NORTH,0
O002597,C0159,2024-09-10,PLACED,SOUTH,0
O002598,C0494,2024-03-15,DELIVERED,NORTH,0
O002599,C0027,2025-05-23,PLACED,NORTH,0
O002600,C0116,2025-03-05,SHIPPED,EAST,0
O002601,C0427,2025-09-28,RETURNED,WEST,0
O002602,C0100,2024-08-03,PLACED,EAST,0
O002603,C0434,2025-04-04,DELIVERED,WEST,0
O002604,C0384,2025-07-01,DELIVERED,WEST,0
O002605,C0212,2024-11-25,DELIVERED,CENTRAL,0
O002606,C0437,2026-03-10,SHIPPED,CENTRAL,0
O002607,C0304,2024-12-21,RETURNED,NORTH,0
O002608,C0286,2026-03-24,DELIVERED,EAST,0
O002609,C0459,2026-05-05,PLACED,SOUTH,0
O002610,C0309,2025-11-13,DELIVERED,NORTH,0
O002611,C0146,2024-01-12,PLACED,EAST,0
O002612,C0061,2025-07-06,RETURNED,SOUTH,0
O002613,C0092,2024-03-24,SHIPPED,NORTH,0
O002614,C0123,2025-06-10,PLACED,NORTH,0
O002615,C0338,2025-03-31,PLACED,NORTH,0
O002616,C0498,2026-07-11,SHIPPED,SOUTH,0
O002617,C0176,2026-01-08,CANCELLED,EAST,0
O002618,,2026-05-20,CANCELLED,NORTH,1
O002619,C0259,2026-01-07,SHIPPED,NORTH,0
O002620,C0348,2026-01-02,PLACED,SOUTH,0
O002621,C0041,2024-04-04,DELIVERED,NORTH,0
O002622,C0172,2025-07-04,CANCELLED,SOUTH,0
O002623,C0096,2025-11-04,CANCELLED,SOUTH,0
O002624,C0076,2024-01-19,CANCELLED,EAST,0
O002625,C0187,2025-12-29,RETURNED,SOUTH,0
O002626,C0471,2025-10-17,DELIVERED,CENTRAL,0
O002627,C0294,2024-12-13,CANCELLED,WEST,0
O002628,C0068,2026-06-12,DELIVERED,EAST,0
O002629,C0119,2024-01-14,SHIPPED,EAST,0
O002630,C0249,2026-04-12,CANCELLED,NORTH,0
O002631,C0170,2026-04-12,DELIVERED,EAST,0
O002632,C0023,2024-05-12,PLACED,NORTH,0
O002633,C0320,2025-07-12,DELIVERED,SOUTH,0
O002634,C0031,2026-04-04,RETURNED,EAST,0
O002635,C0174,2024-06-10,CANCELLED,CENTRAL,0
O002636,C0188,2024-08-24,DELIVERED,NORTH,0
O002637,C0320,2026-01-03,CANCELLED,EAST,0
O002638,C0339,2024-11-25,DELIVERED,EAST,0
O002639,C0147,2026-02-04,SHIPPED,CENTRAL,0
O002640,C0047,2024-05-07,CANCELLED,EAST,0
O002641,C0323,2024-12-24,PLACED,WEST,0
O002642,C0208,2024-06-09,CANCELLED,CENTRAL,0
O002643,C0254,2024-02-23,CANCELLED,NORTH,0
O002644,C0416,2025-03-06,PLACED,WEST,0
O002645,C0443,2025-10-17,SHIPPED,EAST,0
O002646,C0410,2024-03-05,DELIVERED,NORTH,0
O002647,C0226,2024-08-23,DELIVERED,EAST,0
O002648,C0217,2024-02-25,PLACED,EAST,0
O002649,C0039,2024-08-02,CANCELLED,EAST,0
O002650,C0375,2026-02-02,CANCELLED,CENTRAL,0
O002651,C0028,2024-11-22,RETURNED,CENTRAL,0
O002652,C0273,2025-02-11,RETURNED,SOUTH,0
O002653,C0220,2024-12-04,RETURNED,WEST,0
O002654,C0136,2025-10-04,CANCELLED,NORTH,0
O002655,C0396,2024-07-09,DELIVERED,CENTRAL,0
O002656,C0136,2024-09-07,DELIVERED,CENTRAL,0
O002657,C0185,2025-03-18,RETURNED,WEST,0
O002658,C0109,2026-03-16,PLACED,NORTH,0
O002659,C0096,2026-06-08,CANCELLED,WEST,0
O002660,C0193,2025-09-24,SHIPPED,CENTRAL,0
O002661,C0478,2025-12-27,DELIVERED,SOUTH,0
O002662,C0123,2025-12-03,DELIVERED,WEST,0
O002663,C0316,2024-07-12,SHIPPED,EAST,0
O002664,C0254,2025-11-06,CANCELLED,EAST,0
O002665,C0420,2024-11-24,CANCELLED,NORTH,0
O002666,C0469,2025-03-29,RETURNED,SOUTH,0
O002667,,2024-01-31,SHIPPED,SOUTH,1
O002668,C0397,2026-02-15,CANCELLED,WEST,0
O002669,C0240,2025-04-23,DELIVERED,WEST,0
O002670,C0206,2024-11-01,RETURNED,EAST,0
O002671,C0027,2024-08-31,RETURNED,EAST,0
O002672,C0070,2025-10-07,PLACED,NORTH,0
O002673,C0068,2026-07-08,PLACED,CENTRAL,0
O002674,C0086,2025-03-14,CANCELLED,SOUTH,0
O002675,,2026-05-12,PLACED,WEST,1
O002676,C0453,2026-03-25,PLACED,EAST,0
O002677,C0305,2025-05-12,RETURNED,CENTRAL,0
O002678,C0348,2025-05-11,RETURNED,NORTH,0
O002679,C0132,2025-09-05,PLACED,EAST,0
O002680,C0008,2026-06-06,CANCELLED,WEST,0
O002681,C0152,2024-08-09,CANCELLED,NORTH,0
O002682,C0067,2024-04-13,DELIVERED,NORTH,0
O002683,C0169,2025-09-22,DELIVERED,SOUTH,0
O002684,C0351,2025-04-06,SHIPPED,CENTRAL,0
O002685,C0498,2025-06-27,SHIPPED,EAST,0
O002686,C0204,2026-01-02,RETURNED,CENTRAL,0
O002687,C0073,2024-05-11,PLACED,CENTRAL,0
O002688,C0498,2026-05-18,SHIPPED,EAST,0
O002689,C0295,2025-10-19,RETURNED,EAST,0
O002690,C0201,2024-01-26,PLACED,CENTRAL,0
O002691,C0397,2026-03-26,RETURNED,WEST,0
O002692,C0079,2024-07-25,SHIPPED,WEST,0
O002693,C0043,2025-01-28,PLACED,WEST,0
O002694,C0351,2025-06-02,CANCELLED,EAST,0
O002695,C0168,2026-02-08,SHIPPED,EAST,0
O002696,C0241,2025-03-17,RETURNED,WEST,0
O002697,C0414,2025-06-27,CANCELLED,EAST,0
O002698,C0131,2024-11-28,DELIVERED,CENTRAL,0
O002699,C0302,2025-09-18,SHIPPED,SOUTH,0
O002700,C0271,2025-02-20,PLACED,WEST,0
O002701,C0445,2024-02-12,DELIVERED,CENTRAL,0
O002702,C0153,2026-04-09,DELIVERED,SOUTH,0
O002703,C0024,2026-03-27,SHIPPED,NORTH,0
O002704,C0312,2026-03-06,DELIVERED,CENTRAL,0
O002705,C0395,2025-03-19,RETURNED,WEST,0
O002706,C0070,2026-05-10,PLACED,WEST,0
O002707,C0313,2024-10-03,PLACED,WEST,0
O002708,C0385,2025-12-08,PLACED,WEST,0
O002709,C0328,2025-10-16,RETURNED,CENTRAL,0
O002710,C0024,2024-05-23,PLACED,SOUTH,0
O002711,C0334,2026-06-11,RETURNED,CENTRAL,0
O002712,C0500,2026-02-20,CANCELLED,SOUTH,0
O002713,C0433,2024-11-15,CANCELLED,WEST,0
O002714,C0147,2025-06-29,PLACED,NORTH,0
O002715,C0263,2026-07-09,SHIPPED,SOUTH,0
O002716,C0002,2025-05-27,RETURNED,WEST,0
O002717,C0357,2025-06-10,SHIPPED,SOUTH,0
O002718,C0498,2026-07-01,RETURNED,EAST,0
O002719,C0085,2025-04-15,CANCELLED,SOUTH,0
O002720,C0359,2024-01-03,DELIVERED,EAST,0
O002721,C0048,2026-04-11,RETURNED,SOUTH,0
O002722,C0151,2026-03-08,PLACED,WEST,0
O002723,C0319,2025-07-15,SHIPPED,WEST,0
O002724,C0372,2024-05-27,RETURNED,NORTH,0
O002725,C0078,2026-06-24,CANCELLED,EAST,0
O002726,C0422,2024-10-06,RETURNED,EAST,0
O002727,C0415,2025-04-22,CANCELLED,WEST,0
O002728,C0255,2024-11-17,RETURNED,CENTRAL,0
O002729,,2025-12-02,RETURNED,NORTH,1
O002730,C0165,2025-05-20,RETURNED,WEST,0
O002731,C0086,2025-02-18,CANCELLED,SOUTH,0
O002732,C0269,2024-01-24,SHIPPED,SOUTH,0
O002733,C0304,2025-02-12,RETURNED,NORTH,0
O002734,C0324,2026-05-20,SHIPPED,CENTRAL,0
O002735,C0332,2026-03-19,DELIVERED,CENTRAL,0
O002736,C0393,2024-05-17,CANCELLED,WEST,0
O002737,C0367,2026-02-17,RETURNED,SOUTH,0
O002738,C0113,2025-05-07,SHIPPED,SOUTH,0
O002739,C0141,2025-12-24,CANCELLED,NORTH,0
O002740,C0125,2025-12-31,CANCELLED,CENTRAL,0
O002741,C0401,2026-01-17,CANCELLED,NORTH,0
O002742,C0410,2025-05-13,SHIPPED,NORTH,0
O002743,C0166,2024-12-03,DELIVERED,EAST,0
O002744,C0066,2025-10-21,SHIPPED,CENTRAL,0
O002745,C0141,2025-12-28,RETURNED,SOUTH,0
O002746,C0054,2024-03-19,DELIVERED,SOUTH,0
O002747,C0480,2024-08-20,RETURNED,WEST,0
O002748,C0059,2024-11-28,DELIVERED,NORTH,0
O002749,C0299,2025-10-16,SHIPPED,SOUTH,0
O002750,C0328,2024-11-05,PLACED,WEST,0
O002751,C0500,2025-04-29,CANCELLED,WEST,0
O002752,C0489,2024-11-01,PLACED,WEST,0
O002753,C0112,2026-02-15,CANCELLED,EAST,0
O002754,C0232,2025-12-24,CANCELLED,SOUTH,0
O002755,C0054,2025-06-05,SHIPPED,CENTRAL,0
O002756,C0425,2024-03-31,SHIPPED,SOUTH,0
O002757,C0117,2024-06-28,RETURNED,EAST,0
O002758,C0321,2026-01-26,CANCELLED,SOUTH,0
O002759,C0154,2024-10-25,DELIVERED,EAST,0
O002760,C0381,2025-10-09,CANCELLED,EAST,0
O002762,C0263,2025-11-11,PLACED,NORTH,0
O002763,C0117,2026-03-17,DELIVERED,CENTRAL,0
O002764,C0131,2026-04-16,SHIPPED,CENTRAL,0
O002765,C0415,2026-01-06,SHIPPED,SOUTH,0
O002766,C0395,2024-01-30,DELIVERED,CENTRAL,0
O002767,C0372,2025-10-23,SHIPPED,WEST,0
O002768,C0194,2025-04-08,CANCELLED,NORTH,0
O002769,C0001,2024-05-22,DELIVERED,SOUTH,0
O002770,C0407,2026-05-19,RETURNED,CENTRAL,0
O002771,C0279,2024-02-10,RETURNED,SOUTH,0
O002772,C0457,2025-03-07,CANCELLED,CENTRAL,0
O002773,C0037,2024-12-01,PLACED,NORTH,0
O002774,C0316,2024-06-17,CANCELLED,EAST,0
O002775,C0223,2026-06-21,RETURNED,WEST,0
O002776,C0127,2025-05-16,PLACED,WEST,0
O002777,C0458,2025-09-19,CANCELLED,WEST,0
O002778,C0193,2026-05-21,SHIPPED,CENTRAL,0
O002779,C0166,2024-01-03,SHIPPED,EAST,0
O002780,C0400,2024-10-22,SHIPPED,CENTRAL,0
O002781,C0467,2025-07-02,SHIPPED,NORTH,0
O002782,C0130,2025-01-04,CANCELLED,EAST,0
O002783,C0298,2026-04-29,RETURNED,WEST,0
O002784,C0270,2025-06-13,DELIVERED,EAST,0
O002785,C0008,2025-08-20,DELIVERED,CENTRAL,0
O002786,C0100,2024-02-23,RETURNED,WEST,0
O002787,C0495,2024-09-06,DELIVERED,EAST,0
O002788,C0118,2025-03-19,DELIVERED,WEST,0
O002789,C0409,2025-07-15,RETURNED,EAST,0
O002790,C0217,2024-11-04,RETURNED,NORTH,0
O002791,C0074,2026-06-03,DELIVERED,EAST,0
O002792,C0483,2024-09-26,SHIPPED,SOUTH,0
O002793,C0028,2024-07-08,PLACED,NORTH,0
O002794,C0346,2024-11-30,PLACED,SOUTH,0
O002795,C0014,2025-02-17,RETURNED,CENTRAL,0
O002796,C0073,2024-01-20,RETURNED,SOUTH,0
O002797,C0066,2024-05-18,RETURNED,SOUTH,0
O002798,C0095,2025-11-11,RETURNED,NORTH,0
O002799,C0436,2024-03-18,RETURNED,NORTH,0
O002800,C0099,2024-08-21,DELIVERED,SOUTH,0
O002801,C0082,2024-09-06,PLACED,EAST,0
O002802,C0065,2024-08-09,RETURNED,WEST,0
O002803,,2026-03-23,SHIPPED,NORTH,1
O002804,C0374,2026-04-09,CANCELLED,SOUTH,0
O002805,C0142,2025-11-08,SHIPPED,EAST,0
O002806,C0208,2026-05-04,CANCELLED,EAST,0
O002807,C0417,2024-12-06,SHIPPED,EAST,0
O002808,C0404,2024-09-09,PLACED,NORTH,0
O002809,C0137,2025-04-29,PLACED,SOUTH,0
O002810,C0148,2026-06-18,CANCELLED,EAST,0
O002811,C0342,2024-08-26,CANCELLED,SOUTH,0
O002812,C0391,2025-10-11,SHIPPED,EAST,0
O002813,C0104,2026-06-17,SHIPPED,EAST,0
O002814,C0053,2024-12-12,CANCELLED,SOUTH,0
O002815,C0382,2025-10-02,PLACED,WEST,0
O002816,C0281,2024-12-02,DELIVERED,WEST,0
O002817,C0375,2025-07-05,RETURNED,CENTRAL,0
O002818,C0404,2025-11-04,RETURNED,NORTH,0
O002819,C0052,2025-02-07,DELIVERED,SOUTH,0
O002820,C0012,2025-05-24,SHIPPED,NORTH,0
O002821,C0483,2024-04-07,DELIVERED,CENTRAL,0
O002822,C0459,2024-05-23,DELIVERED,EAST,0
O002823,C0204,2026-03-13,SHIPPED,EAST,0
O002824,C0329,2024-10-11,CANCELLED,EAST,0
O002825,C0177,2026-02-07,SHIPPED,CENTRAL,0
O002826,C0441,2026-04-05,RETURNED,EAST,0
O002827,C0259,2026-05-16,CANCELLED,EAST,0
O002828,C0291,2025-04-16,RETURNED,SOUTH,0
O002829,C0112,2024-12-02,SHIPPED,EAST,0
O002830,C0403,2026-03-02,RETURNED,EAST,0
O002831,,2025-08-22,SHIPPED,WEST,1
O002832,C0470,2025-11-12,PLACED,CENTRAL,0
O002833,C0407,2024-04-12,DELIVERED,NORTH,0
O002834,C0489,2024-03-13,PLACED,CENTRAL,0
O002835,C0047,2024-04-16,DELIVERED,NORTH,0
O002836,C0025,2026-05-18,SHIPPED,CENTRAL,0
O002837,C0288,2026-04-30,RETURNED,NORTH,0
O002838,C0383,2024-03-15,SHIPPED,EAST,0
O002839,C0257,2026-07-05,DELIVERED,SOUTH,0
O002840,C0164,2024-07-21,DELIVERED,WEST,0
O002841,C0429,2025-08-28,CANCELLED,NORTH,0
O002842,C0438,2025-12-19,DELIVERED,CENTRAL,0
O002843,C0350,2024-11-12,CANCELLED,NORTH,0
O002844,C0083,2025-06-17,RETURNED,WEST,0
O002845,C0436,2025-10-09,RETURNED,SOUTH,0
O002846,C0497,2025-03-22,CANCELLED,SOUTH,0
O002847,C0310,2024-03-14,CANCELLED,EAST,0
O002848,C0315,2024-04-23,SHIPPED,SOUTH,0
O002849,C0329,2024-06-04,DELIVERED,EAST,0
O002850,C0112,2024-12-05,CANCELLED,NORTH,0
O002851,C0209,2025-07-15,CANCELLED,EAST,0
O002852,,2024-03-17,CANCELLED,CENTRAL,1
O002853,C0278,2025-09-03,CANCELLED,WEST,0
O002854,C0310,2024-10-16,DELIVERED,EAST,0
O002855,C0055,2025-08-28,CANCELLED,SOUTH,0
O002856,C0188,2025-01-07,CANCELLED,NORTH,0
O002857,C0234,2024-06-08,DELIVERED,EAST,0
O002858,,2026-06-13,PLACED,NORTH,1
O002859,,2024-08-15,SHIPPED,EAST,1
O002860,C0021,2026-03-17,DELIVERED,WEST,0
O002861,C0210,2025-07-08,DELIVERED,WEST,0
O002862,C0070,2025-07-03,DELIVERED,NORTH,0
O002863,C0180,2026-06-10,SHIPPED,SOUTH,0
O002864,C0285,2024-06-07,RETURNED,SOUTH,0
O002866,C0232,2025-09-11,DELIVERED,SOUTH,0
O002867,,2025-11-14,SHIPPED,SOUTH,1
O002868,C0393,2025-10-20,CANCELLED,EAST,0
O002869,C0061,2025-10-16,DELIVERED,CENTRAL,0
O002870,C0389,2025-04-20,DELIVERED,NORTH,0
O002871,C0459,2024-11-03,SHIPPED,EAST,0
O002872,C0040,2025-09-19,DELIVERED,EAST,0
O002873,C0148,2025-04-25,SHIPPED,CENTRAL,0
O002874,C0019,2024-06-28,DELIVERED,WEST,0
O002875,C0114,2026-02-13,DELIVERED,SOUTH,0
O002876,C0238,2025-07-25,RETURNED,WEST,0
O002877,C0129,2026-07-14,PLACED,CENTRAL,0
O002878,C0166,2024-12-18,DELIVERED,CENTRAL,0
O002880,C0327,2024-02-20,RETURNED,WEST,0
O002881,C0008,2025-01-21,SHIPPED,WEST,0
O002882,C0388,2024-10-06,CANCELLED,WEST,0
O002883,C0048,2024-08-16,DELIVERED,SOUTH,0
O002884,C0184,2024-08-13,RETURNED,CENTRAL,0
O002885,C0083,2025-10-17,CANCELLED,SOUTH,0
O002886,C0166,2026-04-01,SHIPPED,EAST,0
O002887,C0090,2024-08-05,SHIPPED,EAST,0
O002888,C0057,2026-01-07,PLACED,CENTRAL,0
O002889,C0174,2024-11-18,SHIPPED,WEST,0
O002890,C0289,2026-04-08,SHIPPED,SOUTH,0
O002891,C0114,2025-11-03,SHIPPED,SOUTH,0
O002892,C0435,2024-03-25,SHIPPED,NORTH,0
O002893,C0144,2024-01-21,RETURNED,CENTRAL,0
O002894,C0047,2025-03-29,SHIPPED,NORTH,0
O002895,C0155,2024-03-30,PLACED,SOUTH,0
O002896,C0303,2024-06-29,DELIVERED,WEST,0
O002897,C0114,2024-05-09,SHIPPED,CENTRAL,0
O002898,,2025-05-27,SHIPPED,NORTH,1
O002899,C0215,2024-04-07,SHIPPED,EAST,0
O002900,C0317,2024-08-19,DELIVERED,SOUTH,0
O002901,C0363,2025-08-18,PLACED,WEST,0
O002902,C0367,2026-01-05,PLACED,CENTRAL,0
O002903,C0159,2024-01-03,SHIPPED,NORTH,0
O002904,C0147,2026-03-23,SHIPPED,NORTH,0
O002905,C0493,2025-01-29,DELIVERED,EAST,0
O002906,C0170,2025-01-20,DELIVERED,CENTRAL,0
O002907,C0152,2026-02-14,DELIVERED,WEST,0
O002908,C0499,2025-05-25,SHIPPED,WEST,0
O002909,C0332,2026-07-06,RETURNED,NORTH,0
O002910,C0421,2025-12-18,RETURNED,NORTH,0
O002911,C0080,2024-05-15,CANCELLED,NORTH,0
O002912,C0198,2025-10-06,SHIPPED,SOUTH,0
O002913,C0351,2025-05-12,CANCELLED,CENTRAL,0
O002914,C0369,2024-10-18,DELIVERED,EAST,0
O002915,C0434,2024-06-04,SHIPPED,WEST,0
O002916,C0426,2024-12-10,SHIPPED,SOUTH,0
O002917,C0360,2025-12-15,RETURNED,WEST,0
O002918,C0195,2025-09-19,PLACED,NORTH,0
O002919,C0252,2025-11-05,DELIVERED,EAST,0
O002920,C0459,2024-08-03,DELIVERED,WEST,0
O002921,C0412,2024-12-27,SHIPPED,EAST,0
O002922,C0033,2026-04-04,SHIPPED,SOUTH,0
O002923,C0251,2026-05-04,CANCELLED,WEST,0
O002924,C0134,2025-06-25,RETURNED,EAST,0
O002925,C0363,2025-01-11,DELIVERED,WEST,0
O002926,C0297,2024-05-12,DELIVERED,SOUTH,0
O002927,C0420,2025-11-19,CANCELLED,WEST,0
O002928,C0092,2025-09-03,RETURNED,SOUTH,0
O002929,C0132,2025-12-02,PLACED,WEST,0
O002930,C0445,2026-03-12,PLACED,WEST,0
O002931,C0237,2025-07-17,DELIVERED,EAST,0
O002932,C0467,2024-12-19,PLACED,NORTH,0
O002933,C0443,2025-06-16,RETURNED,CENTRAL,0
O002934,C0069,2024-04-05,SHIPPED,SOUTH,0
O002935,C0099,2025-03-31,PLACED,EAST,0
O002936,C0033,2026-01-04,CANCELLED,SOUTH,0
O002937,C0209,2025-10-07,RETURNED,WEST,0
O002938,C0103,2024-01-05,DELIVERED,NORTH,0
O002939,C0457,2026-06-28,CANCELLED,EAST,0
O002940,C0396,2026-06-09,CANCELLED,CENTRAL,0
O002941,C0196,2024-01-24,RETURNED,WEST,0
O002942,C0256,2026-01-11,PLACED,EAST,0
O002943,C0311,2024-10-19,PLACED,WEST,0
O002944,C0144,2025-08-04,RETURNED,EAST,0
O002945,C0391,2026-06-06,DELIVERED,NORTH,0
O002946,C0056,2026-07-09,RETURNED,NORTH,0
O002947,,2026-06-17,DELIVERED,EAST,1
O002948,C0131,2025-10-15,CANCELLED,WEST,0
O002949,C0458,2025-06-05,DELIVERED,EAST,0
O002950,C0264,2025-10-23,SHIPPED,NORTH,0
O002951,,2025-10-16,DELIVERED,WEST,1
O002952,C0431,2026-04-15,DELIVERED,SOUTH,0
O002953,C0455,2025-04-18,RETURNED,SOUTH,0
O002954,C0248,2025-12-19,CANCELLED,CENTRAL,0
O002955,C0217,2024-04-25,PLACED,CENTRAL,0
O002956,C0377,2025-12-30,DELIVERED,EAST,0
O002957,C0443,2024-01-29,PLACED,CENTRAL,0
O002958,C0035,2025-08-25,SHIPPED,EAST,0
O002959,C0488,2024-09-02,SHIPPED,EAST,0
O002960,C0082,2025-02-01,CANCELLED,EAST,0
O002961,C0287,2024-02-14,CANCELLED,CENTRAL,0
O002962,C0249,2025-09-11,SHIPPED,CENTRAL,0
O002963,C0175,2024-07-28,CANCELLED,CENTRAL,0
O002964,C0287,2026-04-10,DELIVERED,SOUTH,0
O002965,C0164,2024-05-08,SHIPPED,NORTH,0
O002966,C0412,2025-07-11,RETURNED,WEST,0
O002967,C0065,2026-06-26,RETURNED,SOUTH,0
O002968,C0487,2025-05-10,DELIVERED,NORTH,0
O002969,C0450,2026-02-17,RETURNED,WEST,0
O002970,C0102,2024-01-02,DELIVERED,NORTH,0
O002971,C0424,2024-05-24,CANCELLED,SOUTH,0
O002972,C0455,2025-11-25,CANCELLED,WEST,0
O002973,C0049,2026-02-14,DELIVERED,CENTRAL,0
O002974,C0299,2025-10-08,CANCELLED,WEST,0
O002975,C0395,2025-04-11,RETURNED,SOUTH,0
O002976,C0100,2024-10-21,SHIPPED,EAST,0
O002977,C0484,2024-05-21,CANCELLED,CENTRAL,0
O002978,C0103,2025-12-12,SHIPPED,CENTRAL,0
O002979,C0361,2024-01-14,CANCELLED,NORTH,0
O002980,C0391,2024-04-26,PLACED,NORTH,0
O002981,C0382,2025-12-19,CANCELLED,NORTH,0
O002982,,2025-05-31,PLACED,WEST,1
O002983,C0466,2024-12-10,PLACED,EAST,0
O002984,C0260,2025-05-27,DELIVERED,EAST,0
O002985,C0293,2025-02-16,RETURNED,WEST,0
O002986,C0325,2025-01-31,SHIPPED,NORTH,0
O002987,C0483,2025-05-21,RETURNED,SOUTH,0
O002988,C0159,2025-02-06,CANCELLED,SOUTH,0
O002989,,2024-01-03,DELIVERED,CENTRAL,1
O002990,,2025-11-11,DELIVERED,CENTRAL,1
O002991,C0013,2025-07-26,DELIVERED,WEST,0
O002992,C0489,2025-10-29,SHIPPED,EAST,0
O002993,C0461,2025-03-06,SHIPPED,NORTH,0
O002994,C0046,2024-02-29,RETURNED,SOUTH,0
O002996,C0089,2025-06-23,DELIVERED,EAST,0
O002997,C0279,2026-06-20,SHIPPED,NORTH,0
O002998,C0473,2024-09-25,CANCELLED,WEST,0
O002999,C0088,2025-06-30,SHIPPED,WEST,0
O003000,C0267,2024-03-09,CANCELLED,EAST,0
O003001,C0394,2025-04-13,DELIVERED,NORTH,0
O003002,C0179,2025-11-28,RETURNED,WEST,0
O003003,C0255,2024-07-26,RETURNED,CENTRAL,0
O003004,C0064,2026-02-03,CANCELLED,EAST,0
O003005,C0332,2024-01-30,DELIVERED,CENTRAL,0
O003006,C0254,2025-05-05,SHIPPED,WEST,0
O003007,C0475,2024-08-29,DELIVERED,WEST,0
O003008,C0451,2026-03-05,SHIPPED,SOUTH,0
O003009,C0218,2025-03-18,SHIPPED,WEST,0
O003010,C0330,2025-02-10,RETURNED,CENTRAL,0
O003012,C0290,2025-07-02,SHIPPED,WEST,0
O003013,C0166,2025-09-09,RETURNED,EAST,0
O003014,C0492,2026-01-29,PLACED,NORTH,0
O003015,C0396,2025-03-27,RETURNED,SOUTH,0
O003016,C0293,2024-03-12,CANCELLED,EAST,0
O003017,C0411,2024-04-05,PLACED,CENTRAL,0
O003018,C0220,2024-02-10,RETURNED,SOUTH,0
O003019,C0135,2024-10-03,CANCELLED,EAST,0
O003020,C0328,2025-04-19,RETURNED,SOUTH,0
O003021,C0010,2024-05-06,RETURNED,WEST,0
O003022,,2025-10-02,RETURNED,EAST,1
O003023,C0077,2024-07-04,DELIVERED,CENTRAL,0
O003024,C0009,2025-01-28,SHIPPED,NORTH,0
O003025,C0482,2024-05-19,CANCELLED,SOUTH,0
O003026,C0133,2025-12-19,PLACED,NORTH,0
O003027,C0358,2026-04-08,PLACED,EAST,0
O003028,C0201,2025-11-10,CANCELLED,EAST,0
O003029,C0026,2026-01-07,PLACED,EAST,0
O003030,C0482,2025-01-16,CANCELLED,CENTRAL,0
O003031,C0500,2025-07-03,PLACED,CENTRAL,0
O003032,C0102,2026-03-16,PLACED,CENTRAL,0
O003033,C0484,2025-03-15,CANCELLED,EAST,0
O003034,C0266,2024-11-16,PLACED,CENTRAL,0
O003035,C0242,2024-01-05,CANCELLED,CENTRAL,0
O003036,C0288,2024-08-11,CANCELLED,CENTRAL,0
O003037,C0354,2024-12-11,PLACED,EAST,0
O003038,C0410,2024-03-02,CANCELLED,WEST,0
O003039,C0085,2026-01-20,RETURNED,SOUTH,0
O003040,C0291,2024-02-16,SHIPPED,CENTRAL,0
O003041,C0162,2024-10-03,DELIVERED,SOUTH,0
O003042,C0288,2024-01-30,PLACED,NORTH,0
O003043,C0347,2024-05-15,SHIPPED,CENTRAL,0
O003044,C0049,2024-11-15,RETURNED,EAST,0
O003045,C0396,2025-12-01,RETURNED,EAST,0
O003046,C0097,2024-03-21,PLACED,CENTRAL,0
O003047,C0015,2024-10-08,PLACED,SOUTH,0
O003048,C0283,2025-03-20,DELIVERED,NORTH,0
O003049,C0269,2025-01-07,PLACED,EAST,0
O003050,C0176,2024-03-23,DELIVERED,CENTRAL,0
O003051,C0119,2024-11-27,PLACED,EAST,0
O003052,C0387,2025-12-01,SHIPPED,WEST,0
O003053,C0096,2025-07-10,CANCELLED,NORTH,0
O003054,C0432,2024-05-23,CANCELLED,SOUTH,0
O003055,C0390,2025-03-11,PLACED,CENTRAL,0
O003056,C0061,2025-06-07,RETURNED,NORTH,0
O003057,C0218,2025-08-07,SHIPPED,CENTRAL,0
O003058,C0307,2024-12-10,PLACED,NORTH,0
O003059,C0365,2024-12-03,SHIPPED,WEST,0
O003060,C0226,2024-08-21,PLACED,SOUTH,0
O003061,C0424,2026-03-05,PLACED,NORTH,0
O003062,C0337,2024-10-25,CANCELLED,EAST,0
O003063,C0188,2024-02-17,DELIVERED,SOUTH,0
O003064,C0131,2024-05-15,RETURNED,CENTRAL,0
O003065,C0033,2024-04-22,PLACED,SOUTH,0
O003066,C0459,2024-03-28,RETURNED,EAST,0
O003067,C0116,2026-03-25,RETURNED,WEST,0
O003068,C0248,2024-05-01,RETURNED,NORTH,0
