item_id,order_id,product_id,quantity,unit_price,discount_percent
I0007550,O002492,P0270,3,461.11,15
I0007551,O002493,P0363,1,64.53,5
I0007552,O002493,P0149,3,44.43,15
I0007553,O002494,P0130,3,47.28,15
I0007554,O002494,P0205,3,98.55,10
I0007555,O002494,P0066,2,14.15,20
I0007556,O002495,P0259,2,53.38,5
I0007557,O002496,P0420,-1,296.72,20
I0007558,O002497,P0436,1,25.85,20
I0007559,O002497,P0438,3,498.81,5
I0007560,O002497,P0024,4,1747.75,0
I0007561,O002497,P0277,4,265.64,15
I0007562,O002497,P0087,2,134.58,10
I0007563,O002498,P0300,3,381.03,0
I0007564,O002498,P0278,3,18.55,20
I0007565,O002499,P0362,4,2250.1,0
I0007566,O002500,P0054,3,365.14,15
I0007567,O002501,P0206,1,2185.53,5
I0007568,O002501,P0007,4,61.53,15
I0007569,O002501,P0125,3,1275.32,15
I0007570,O002501,P0494,2,2346.94,5
I0007571,O002502,P0370,1,457.46,5
I0007572,O002502,P0050,2,263.79,20
I0007573,O002502,P0202,2,59.39,0
I0007574,O002502,P0440,3,2565.78,0
I0007575,O002503,P0467,3,51.86,15
I0007576,O002503,P0260,2,1484.78,5
I0007577,O002503,P0081,4,38.09,5
I0007578,O002503,P0109,2,321.3,10
I0007579,O002504,P0049,4,138.28,20
I0007580,O002504,P0085,4,159.2,0
I0007581,O002504,P0088,2,240.07,0
I0007582,O002504,P0400,2,1013.46,0
I0007583,O002505,P0065,1,44.4,0
I0007584,O002505,P0355,-2,181.91,0
I0007585,O002505,P0239,1,110.43,10
I0007586,O002506,P0348,2,297.21,15
I0007587,O002506,P0093,3,735.78,15
I0007588,O002506,P0089,4,492.26,10
I0007589,O002506,P0142,1,1167.21,5
I0007590,O002506,P0141,3,7.52,5
I0007591,O002507,P0176,1,52.91,0
I0007592,O002507,P0041,1,101.45,0
I0007593,O002507,P0305,4,36.27,5
I0007594,O002507,P0175,2,587.7,15
I0007595,O002508,P0157,3,45.91,15
I0007596,O002508,P0443,2,29.75,20
I0007597,O002508,P0207,1,1798.05,10
I0007598,O002508,P0058,1,672.94,15
I0007599,O002509,P0033,2,2443.24,5
I0007600,O002509,P0362,1,2379.61,20
I0007601,O002510,P0349,1,92.19,0
I0007602,O002510,P0022,1,33.41,5
I0007603,O002510,P0411,1,1075.28,15
I0007604,O002511,P0007,1,47.01,20
I0007605,O002512,P0422,1,749.97,15
I0007606,O002513,P0390,3,2712.37,15
I0007607,O002514,P0227,3,66.08,15
I0007608,O002514,P0025,3,23.42,15
I0007609,O002515,P0285,3,151.09,5
I0007610,O002515,P0298,3,386.3,10
I0007611,O002515,P0428,1,68.3,20
I0007612,O002515,P0153,1,38.42,20
I0007613,O002516,P0217,4,73.62,15
I0007614,O002516,P0232,3,156.91,20
I0007615,O002517,P0031,2,703.78,20
I0007616,O002517,P0061,2,1957.67,0
I0007617,O002517,P0017,3,101.69,15
I0007618,O002517,P0258,4,24.79,5
I0007619,O002517,P0160,4,14.99,5
I0007620,O002518,P0271,2,164.43,0
I0007621,O002518,P0071,3,122.78,5
I0007622,O002518,P0125,1,1126.0,5
I0007623,O002518,P0046,1,18.29,5
I0007624,O002519,P0256,4,1756.72,0
I0007625,O002520,P0082,2,76.54,5
I0007626,O002520,P0442,2,20.19,20
I0007627,O002520,P0442,2,15.68,5
I0007628,O002520,P0399,2,631.03,0
I0007629,O002521,P0045,1,49.26,15
I0007630,O002522,P0175,1,626.26,20
I0007631,O002522,P0217,2,65.77,0
I0007632,O002522,P0059,2,62.72,15
I0007633,O002523,P0302,4,31.04,10
I0007634,O002523,P0039,1,534.71,15
I0007635,O002524,P0115,1,373.75,15
I0007636,O002524,P0495,1,269.45,20
I0007637,O002525,P0352,3,13.35,15
I0007638,O002525,P0091,2,373.5,10
I0007639,O002526,P0465,2,28.41,0
I0007640,O002526,P0259,1,67.01,0
I0007641,O002526,P0164,3,27.95,10
I0007642,O002526,P0062,1,66.3,5
I0007643,O002526,P0142,2,1558.76,15
I0007644,O002527,P0191,2,200.36,0
I0007645,O002527,P0083,1,641.89,15
I0007646,O002528,P0500,1,65.15,20
I0007647,O002528,P0222,1,120.47,10
I0007648,O002528,P0086,4,47.13,5
I0007649,O002528,P0453,3,1122.84,5
I0007650,O002528,P0024,1,1405.2,10
I0007651,O002529,P0134,2,28.32,10
I0007652,O002529,P0221,1,71.74,20
I0007653,O002529,P0141,2,8.05,0
I0007654,O002530,P0371,1,1644.91,10
I0007655,O002530,P0174,2,2863.43,20
I0007656,O002530,P0358,1,47.49,20
I0007657,O002530,P0184,2,200.2,20
I0007658,O002530,P0149,1,45.62,20
I0007659,O002531,P0325,4,23.72,0
I0007660,O002531,P0446,2,1017.5,5
I0007661,O002531,P0196,4,68.44,10
I0007662,O002532,P0480,2,1478.78,5
I0007663,O002532,P0218,2,2119.4,20
I0007664,O002532,P0038,2,64.57,20
I0007665,O002533,P0124,2,2032.23,0
I0007666,O002533,P0140,-2,1695.96,15
I0007667,O002533,P0132,4,10.74,15
I0007668,O002533,P0200,1,472.59,0
I0007669,O002533,P0449,1,27.86,5
I0007670,O002534,P0241,1,673.16,10
I0007671,O002534,P0047,1,41.22,20
I0007672,O002534,P0139,4,37.58,10
I0007673,O002534,P0052,2,35.02,5
I0007674,O002534,P0040,2,78.07,20
I0007675,O002535,P0283,2,63.33,10
I0007676,O002535,P0315,4,52.7,10
I0007677,O002536,P0214,2,181.54,15
I0007678,O002536,P0346,4,2100.22,15
I0007679,O002537,P0418,4,735.01,10
I0007680,O002538,P0170,1,596.93,0
I0007681,O002538,P0115,1,304.83,15
I0007682,O002538,P0010,4,900.13,5
I0007683,O002538,P0191,1,169.19,10
I0007684,O002539,P0070,1,32.16,5
I0007685,O002539,P0180,4,2705.72,10
I0007686,O002540,P0364,4,63.49,10
I0007687,O002540,P0024,1,1822.79,5
I0007688,O002540,P0077,2,1478.81,20
I0007689,O002540,P0183,3,140.79,0
I0007690,O002540,P0236,4,738.66,15
I0007691,O002541,P0449,4,27.86,10
I0007692,O002541,P0267,2,27.33,15
I0007693,O002542,P0252,1,471.75,10
I0007694,O002542,P0033,4,2448.52,15
I0007695,O002543,P0347,3,48.39,15
I0007696,O002543,P0107,3,413.76,5
I0007697,O002544,P0133,3,27.92,5
I0007698,O002544,P0105,-3,69.01,15
I0007699,O002544,P0171,3,506.33,10
I0007700,O002544,P0349,4,104.2,5
I0007701,O002545,P0317,1,111.72,20
I0007702,O002545,P0316,4,508.4,5
I0007703,O002545,P0392,-2,991.5,20
I0007704,O002545,P0119,4,484.17,5
I0007705,O002546,P0134,4,22.91,10
I0007706,O002546,P0078,2,546.76,20
I0007707,O_ORPHAN_7707,P0233,1,1748.05,10
I0007708,O002546,P0181,3,623.79,5
I0007709,O002547,P0332,3,73.51,15
I0007710,O002547,P0443,2,23.19,10
I0007711,O002547,P0276,4,1762.09,10
I0007712,O002548,P0165,-1,46.88,10
I0007713,O002548,P0102,4,383.56,15
I0007714,O002548,P0067,4,236.09,20
I0007715,O002548,P0273,4,199.09,10
I0007716,O002548,P0384,1,1604.63,15
I0007717,O002549,P0429,3,59.61,20
I0007718,O002549,P0305,1,44.55,15
I0007719,O002549,P0144,4,558.25,0
I0007720,O002549,P0413,1,567.63,15
I0007721,O002550,P0494,2,1822.95,15
I0007722,O002550,P0095,2,219.03,15
I0007723,O002550,P0107,3,499.12,0
I0007724,O002550,P0254,4,1826.77,10
I0007725,O002550,P0080,1,1860.35,15
I0007726,O002551,P0083,4,580.46,5
I0007727,O002551,P0351,2,1949.9,10
I0007728,O002551,P0107,1,377.09,15
I0007729,O002551,P0373,2,520.0,0
I0007730,O002551,P0304,1,8.78,15
I0007731,O002552,P0263,2,2411.7,10
I0007732,O002552,P0417,4,58.57,0
I0007733,O002553,P0452,4,16.0,15
I0007734,O002554,P0074,2,2128.64,5
I0007735,O002554,P0221,1,68.87,5
I0007736,O002554,P0168,1,89.63,15
I0007737,O002554,P0417,4,48.11,15
I0007738,O002555,P0103,2,215.64,15
I0007739,O002555,P0418,1,818.34,20
I0007740,O002555,P0471,3,78.17,10
I0007741,O002555,P0268,2,175.34,15
I0007742,O002556,P0106,3,65.06,20
I0007743,O002556,P0359,4,149.16,10
I0007744,O002557,P0368,4,334.34,10
I0007745,O002557,P0255,1,63.51,20
I0007746,O002557,P0218,4,2070.32,20
I0007747,O002558,P0263,1,2437.76,20
I0007748,O002558,P0333,1,21.24,10
I0007749,O002558,P0462,2,63.32,15
I0007750,O002558,P0429,4,43.67,10
I0007751,O002559,P0417,4,70.77,5
I0007752,O002560,P0061,2,1795.95,0
I0007753,O002560,P0005,2,610.21,0
I0007754,O002560,P0464,4,607.38,5
I0007755,O002561,P0274,2,47.27,10
I0007756,O002561,P0489,4,25.39,15
I0007757,O002561,P0263,4,2771.28,20
I0007758,O002562,P0321,1,27.77,10
I0007759,O002563,P0371,4,1696.34,0
I0007760,O002564,P0204,1,114.42,5
I0007761,O002564,P0008,1,61.44,20
I0007762,O002564,P0440,2,2423.53,15
I0007763,O002564,P0469,4,1005.14,15
I0007764,O002565,P0094,4,421.02,5
I0007765,O002565,P0021,1,54.6,0
I0007766,O002565,P0257,1,152.64,20
I0007767,O002565,P0162,3,43.05,5
I0007768,O002565,P0276,4,1756.72,20
I0007769,O002566,P0300,2,372.41,5
I0007770,O002566,P0460,1,596.55,0
I0007771,O002567,P0020,2,46.3,15
I0007772,O002567,P0358,4,50.03,10
I0007773,O002567,P0333,2,20.17,10
I0007774,O002567,P0445,1,140.87,10
I0007775,O002568,P0114,4,13.46,0
I0007776,O002568,P0185,1,69.45,5
I0007777,O002568,P0256,2,1848.06,15
I0007778,O002568,P0022,3,42.79,0
I0007779,O002568,P0252,1,407.15,20
I0007780,O002569,P0497,1,711.2,0
I0007781,O002569,P0465,1,23.83,5
I0007782,O002570,P0025,2,26.15,10
I0007783,O002570,P0242,4,59.29,5
I0007784,O002570,P0327,3,2462.09,15
I0007785,O002570,P0295,4,51.24,20
I0007786,O002571,P0439,3,2225.89,10
I0007787,O002571,P0374,3,228.41,5
I0007788,O002571,P0040,4,71.61,20
I0007789,O002571,P0404,3,107.62,0
I0007790,O002572,P0076,4,64.22,5
I0007791,O002572,P0278,2,14.57,10
I0007792,O002573,P0407,1,74.42,5
I0007793,O002573,P0115,-1,394.1,5
I0007794,O002573,P0197,1,152.92,10
I0007795,O002573,P0496,4,207.97,5
I0007796,O002574,P0165,1,39.43,10
I0007797,O002574,P0200,2,625.24,0
I0007798,O002574,P0218,2,1719.16,15
I0007799,O002575,P0305,1,48.16,0
I0007800,O002575,P0126,2,570.12,0
I0007801,O002575,P0327,1,2013.79,10
I0007802,O002576,P0472,2,59.0,5
I0007803,O002577,P0432,4,93.23,10
I0007804,O002577,P0099,4,66.99,5
I0007805,O002577,P0104,4,19.83,20
I0007806,O002577,P0474,2,24.28,5
I0007807,O002577,P0135,1,69.8,15
I0007808,O002578,P0274,2,55.86,10
I0007809,O002579,P0255,3,65.93,20
I0007810,O002579,P0257,4,149.37,20
I0007811,O002580,P0138,1,217.08,5
I0007812,O002580,P0309,-2,1179.03,15
I0007813,O002580,P0471,2,83.41,15
I0007814,O002580,P0087,1,142.04,15
I0007815,O002580,P0300,1,457.12,0
I0007816,O002581,P0098,3,31.01,0
I0007817,O002582,P0203,2,154.31,20
I0007818,O002582,P0238,2,2038.48,0
I0007819,O002582,P0044,2,32.3,5
I0007820,O002583,P0095,2,178.72,20
I0007821,O002584,P0186,1,179.92,0
I0007822,O002584,P0142,4,1570.72,20
I0007823,O002584,P0254,2,2314.58,20
I0007824,O002584,P0115,1,340.07,20
I0007825,O002584,P0094,1,410.6,5
I0007826,O002585,P0323,1,252.85,0
I0007827,O002585,P0058,3,576.81,5
I0007828,O002586,P0198,1,78.22,5
I0007829,O002586,P0251,3,2068.74,5
I0007830,O002586,P0427,3,7.88,15
I0007831,O002586,P0279,3,760.07,5
I0007832,O002586,P0232,1,170.61,15
I0007833,O002587,P0312,2,51.91,15
I0007834,O002587,P0042,1,55.68,5
I0007835,O002587,P0281,1,531.62,0
I0007836,O002587,P0029,3,57.88,10
I0007837,O002587,P0449,1,34.74,10
I0007838,O002588,P0312,3,60.43,10
I0007839,O002588,P0074,4,1754.94,0
I0007840,O002589,P0091,2,363.13,0
I0007841,O002589,P0406,4,124.77,15
I0007842,O002590,P0300,4,356.23,5
I0007843,O002590,P0055,3,355.06,15
I0007844,O002590,P0236,4,573.39,15
I0007845,O002591,P0191,3,211.14,10
I0007846,O002591,P0081,1,38.24,10
I0007847,O002591,P0184,-4,183.76,0
I0007848,O002591,P0289,1,191.72,5
I0007849,O002592,P0134,1,26.83,10
I0007850,O002593,P0101,3,18.23,5
I0007851,O002593,P0136,1,172.36,15
I0007852,O002593,P0409,3,809.13,15
I0007853,O002593,P0442,1,19.51,10
I0007854,O002594,P0394,4,71.87,20
I0007855,O002594,P0423,3,148.97,20
I0007856,O002594,P0450,4,576.48,0
I0007857,O002594,P0194,1,1207.66,0
I0007858,O002595,P0458,2,685.83,0
I0007859,O002595,P0169,1,44.78,20
I0007860,O002596,P0420,3,377.7,10
I0007861,O002596,P0145,1,96.97,10
I0007862,O002596,P0009,3,163.59,20
I0007863,O002596,P0422,-2,700.11,5
I0007864,O002597,P0367,2,748.3,5
I0007865,O002597,P0077,2,1845.41,0
I0007866,O002597,P0042,2,44.58,10
I0007867,O002597,P0426,4,51.96,10
I0007868,O002597,P0127,3,111.69,10
I0007869,O002598,P0042,2,54.29,15
I0007870,O002598,P0390,4,2149.42,20
I0007871,O002598,P0035,2,528.14,5
I0007872,O002598,P0291,4,101.7,115
I0007873,O002598,P0391,1,207.0,5
I0007874,O002599,P0401,2,170.78,10
I0007875,O002599,P0330,2,23.43,15
I0007876,O002599,P0382,4,568.59,15
I0007877,O002599,P0446,3,874.85,10
I0007878,O002600,P0046,4,14.67,5
I0007879,O002600,P0189,1,669.1,0
I0007880,O002600,P0171,2,592.03,20
I0007881,O002601,P0476,2,250.07,20
I0007882,O002601,P0317,4,105.98,15
I0007883,O002601,P0277,3,186.76,20
I0007884,O002602,P0189,1,840.51,20
I0007885,O002602,P0286,2,38.26,10
I0007886,O002602,P0115,2,331.19,20
I0007887,O002602,P0380,2,25.56,5
I0007888,O002603,P0065,2,46.4,0
I0007889,O002604,P0122,2,248.92,0
I0007890,O002604,P0473,1,1975.77,0
I0007891,O002604,P0186,4,195.48,15
I0007892,O002605,P0259,3,61.13,20
I0007893,O002605,P0080,4,2479.23,5
I0007894,O002605,P0051,3,41.12,5
I0007895,O002605,P0381,2,105.09,0
I0007896,O002606,P0325,1,21.07,0
I0007897,O002606,P0254,2,2006.84,20
I0007898,O002606,P0043,4,21.56,0
I0007899,O002606,P0004,3,202.43,10
I0007900,O002606,P0161,3,59.57,0
I0007901,O002607,P0494,1,1897.53,5
I0007902,O002607,P0143,1,16.56,20
I0007903,O002608,P0374,3,189.59,0
I0007904,O002609,P0377,1,23.73,15
I0007905,O002609,P0152,1,518.03,10
I0007906,O002609,P0408,2,567.65,20
I0007907,O002610,P0412,3,524.95,5
I0007908,O002610,P0278,2,18.34,0
I0007909,O002610,P0304,1,7.21,10
I0007910,O002610,P0027,4,130.23,0
I0007911,O002611,P0029,4,45.31,0
I0007912,O002611,P0125,1,1070.12,10
I0007913,O002611,P0498,1,75.66,5
I0007914,O002611,P0339,4,1838.84,10
I0007915,O002612,P0283,3,65.53,10
I0007916,O002612,P0303,3,2033.81,5
I0007917,O002612,P0094,3,388.86,20
I0007918,O002613,P0403,3,60.69,10
I0007919,O002613,P0130,3,44.91,0
I0007920,O002613,P0295,3,54.97,0
I0007921,O002613,P0393,4,43.46,0
I0007922,O002614,P0117,1,1750.2,0
I0007923,O002614,P0459,2,148.99,20
I0007924,O002615,P0195,3,320.37,5
I0007925,O002615,P0138,1,240.91,15
I0007926,O002616,P0398,2,216.42,10
I0007927,O002616,P0217,2,85.41,15
I0007928,O002616,P0274,3,62.36,10
I0007929,O002616,P0243,-4,1011.06,20
I0007930,O002616,P0385,3,48.99,5
I0007931,O002617,P0466,3,69.67,20
I0007932,O002618,P0482,3,209.28,0
I0007933,O002618,P0212,0,204.77,10
I0007934,O002618,P0481,4,2797.16,5
I0007935,O002618,P0316,3,463.03,5
I0007936,O002619,P0464,4,449.27,5
I0007937,O002620,P0022,1,37.2,20
I0007938,O002620,P0273,4,167.89,10
I0007939,O002620,P0095,3,202.72,10
I0007940,O002620,P0135,1,70.26,20
I0007941,O002621,P0042,1,61.28,0
I0007942,O002621,P0440,1,1997.75,15
I0007943,O002621,P0456,1,159.54,15
I0007944,O002621,P0321,2,24.2,10
I0007945,O002622,P0118,4,490.53,10
I0007946,O002623,P0254,1,2492.5,10
I0007947,O002623,P0196,3,62.51,10
I0007948,O002624,P0445,4,161.07,0
I0007949,O002624,P0201,1,612.84,10
I0007950,O002624,P0426,3,41.55,10
I0007951,O002625,P0298,1,344.54,15
I0007952,O002625,P0314,3,394.27,5
I0007953,O002626,P0252,2,432.33,20
I0007954,O002627,P0429,3,60.23,15
I0007955,O002627,P0239,4,111.97,0
I0007956,O002627,P0083,2,556.68,20
I0007957,O002627,P0132,1,10.07,20
I0007958,O002627,P0495,4,206.83,5
I0007959,O002628,P0344,3,1164.46,15
I0007960,O002628,P0383,1,29.17,20
I0007961,O002628,P0380,4,23.04,5
I0007962,O002628,P0150,2,128.51,15
I0007963,O002629,P0057,3,65.91,0
I0007964,O002629,P0088,4,205.57,5
I0007965,O002629,P0407,3,63.02,10
I0007966,O002629,P0430,1,579.49,0
I0007967,O002629,P0084,3,30.5,20
I0007968,O002630,P0188,1,26.45,20
I0007969,O002630,P0138,2,227.11,5
I0007970,O002630,P0086,2,44.57,0
I0007971,O002630,P0272,4,44.26,10
I0007972,O002631,P0122,2,193.4,10
I0007973,O002631,P0299,2,100.38,0
I0007974,O002631,P0136,1,142.43,15
I0007975,O002632,P0457,1,218.83,10
I0007976,O002632,P0443,2,31.76,15
I0007977,O002632,P0297,4,71.28,15
I0007978,O002632,P0070,4,28.66,0
I0007979,O002632,P0474,3,23.08,20
I0007980,O002633,P0322,4,936.98,5
I0007981,O002633,P0249,3,159.34,0
I0007982,O002633,P0005,1,610.73,10
I0007983,O002633,P0374,1,224.65,15
I0007984,O002634,P0039,1,559.46,0
I0007985,O002634,P0014,1,12.15,15
I0007986,O002635,P0458,4,582.07,15
I0007987,O002635,P0266,1,910.95,0
I0007988,O002636,P0100,3,519.41,5
I0007989,O002636,P0102,3,371.03,10
I0007990,O002636,P0020,2,56.83,5
I0007991,O002636,P0361,3,63.49,0
I0007992,O002636,P0038,0,47.2,0
I0007993,O002637,P0409,3,855.91,5
I0007994,O002637,P0191,1,211.33,5
I0007995,O002637,P0249,4,153.16,5
I0007996,O002637,P0412,4,517.51,15
I0007997,O002638,P0030,4,1019.56,15
I0007998,O002639,P0191,2,221.07,20
I0007999,O002639,P0270,4,476.05,20
I0008000,O002639,P0396,3,1624.43,15
I0008001,O002639,P0456,3,152.09,5
I0008002,O002639,P0094,3,378.87,0
I0008003,O002640,P0333,2,28.13,10
I0008004,O002640,P0091,3,424.51,5
I0008005,O002640,P0005,2,630.78,5
I0008006,O002640,P0061,4,2301.75,15
I0008007,O002641,P0102,1,499.48,15
I0008008,O002641,P0253,1,50.1,0
I0008009,O002641,P0132,1,10.69,20
I0008010,O002642,P0195,2,301.88,10
I0008011,O002642,P0320,2,74.66,15
I0008012,O002642,P0113,3,21.87,10
I0008013,O002642,P0063,4,1688.05,5
I0008014,O002642,P0016,4,201.7,10
I0008015,O002643,P0383,-4,35.46,0
I0008016,O002643,P0173,4,282.95,20
I0008017,O002643,P0003,3,10.0,15
I0008018,O002644,P0464,3,537.59,10
I0008019,O002644,P0085,4,146.56,10
I0008020,O002644,P0022,1,44.25,15
I0008021,O002644,P0118,1,481.93,5
I0008022,O002644,P0208,4,281.94,15
I0008023,O002645,P0229,4,33.68,0
I0008024,O002646,P0466,3,55.06,15
I0008025,O002646,P0042,4,62.01,10
I0008026,O002647,P0461,4,43.84,5
I0008027,O002647,P0160,1,11.21,10
I0008028,O002647,P0296,4,712.35,5
I0008029,O002648,P0034,1,1619.48,0
I0008030,O002648,P0480,1,1292.75,15
I0008031,O002648,P0225,4,185.92,20
I0008032,O002649,P0011,3,84.62,5
I0008033,O002649,P0214,1,215.11,5
I0008034,O002649,P0415,2,91.32,20
I0008035,O002649,P0112,1,8.28,15
I0008036,O002650,P0470,1,1949.87,20
I0008037,O002651,P0181,2,464.16,15
I0008038,O002651,P0041,2,73.58,5
I0008039,O002651,P0147,2,40.45,15
I0008040,O002652,P0352,4,14.05,10
I0008041,O002652,P0008,2,60.95,15
I0008042,O002653,P0062,2,65.44,5
I0008043,O002653,P0179,3,476.93,5
I0008044,O002654,P0328,3,34.42,15
I0008045,O002654,P0141,1,10.36,15
I0008046,O002655,P0292,-4,46.03,15
I0008047,O002655,P0352,2,11.83,5
I0008048,O002655,P0100,3,421.75,15
I0008049,O002655,P0240,1,479.22,0
I0008050,O002656,P0285,0,121.44,10
I0008051,O002656,P0305,3,44.75,5
I0008052,O002656,P0054,3,348.87,15
I0008053,O002656,P0176,2,50.94,5
I0008054,O002657,P0277,3,225.48,0
I0008055,O002657,P0157,1,48.76,5
I0008056,O002658,P0289,1,194.51,10
I0008057,O002658,P0052,1,31.11,0
I0008058,O002658,P0171,1,478.43,0
I0008059,O002658,P0219,-3,18.1,10
I0008060,O002658,P0374,4,225.1,5
I0008061,O002659,P0222,4,112.36,10
I0008062,O002659,P0044,3,31.75,15
I0008063,O002659,P0233,3,1274.32,5
I0008064,O002659,P0389,3,495.45,20
I0008065,O002660,P0273,4,198.89,5
I0008066,O002660,P0265,1,61.79,10
I0008067,O002660,P0291,1,86.74,5
I0008068,O002660,P0182,4,2624.52,15
I0008069,O002661,P0458,1,680.64,10
I0008070,O002661,P0146,4,1347.76,5
I0008071,O002661,P0420,1,420.01,0
I0008072,O002662,P0041,1,105.04,10
I0008073,O002662,P0242,2,47.03,5
I0008074,O002663,P0118,4,520.1,5
I0008075,O002664,P0188,2,22.84,20
I0008076,O002664,P0461,4,38.92,0
I0008077,O002665,P0198,4,70.66,5
I0008078,O002666,P0083,1,638.69,20
I0008079,O002667,P0398,1,191.61,10
I0008080,O002667,P0157,3,51.61,10
I0008081,O002668,P0145,3,120.16,5
I0008082,O002668,P0175,3,536.74,0
I0008083,O002668,P0202,2,58.3,15
I0008084,O002668,P0034,3,1408.78,20
I0008085,O002669,P0461,3,43.78,5
I0008086,O002669,P0206,4,2214.65,0
I0008087,O002669,P0189,1,936.48,20
I0008088,O002670,P0391,2,189.93,5
I0008089,O002670,P0457,3,212.36,15
I0008090,O002670,P0226,4,1384.26,20
I0008091,O002670,P0308,3,48.3,15
I0008092,O002670,P0314,4,546.59,5
I0008093,O002671,P0249,2,171.2,5
I0008094,O002671,P0348,4,284.98,15
I0008095,O002671,P0183,4,197.13,20
I0008096,O002672,P0227,2,59.28,20
I0008097,O002673,P0044,1,34.66,15
I0008098,O002673,P0242,3,67.5,20
I0008099,O002673,P0097,2,19.46,5
I0008100,O002673,P0313,1,21.15,15
I0008101,O002674,P0408,4,643.66,10
I0008102,O002674,P0137,2,39.15,15
I0008103,O002674,P0359,4,163.83,0
I0008104,O002675,P0042,4,57.75,20
I0008105,O_ORPHAN_8105,P0393,3,55.95,5
I0008106,O002676,P0026,4,57.11,15
I0008107,O002676,P0044,3,32.42,20
I0008108,O002676,P0482,4,184.26,15
I0008109,O002676,P0171,3,488.86,20
I0008110,O002676,P0235,2,16.8,15
I0008111,O002677,P0452,4,12.99,15
I0008112,O_ORPHAN_8112,P0427,1,6.84,0
I0008113,O002678,P0454,4,27.46,15
I0008114,O002678,P0147,3,40.57,20
I0008115,O002678,P0457,2,277.66,5
I0008116,O002678,P0392,3,1154.47,5
I0008117,O002678,P0377,3,20.1,5
I0008118,O002679,P0253,2,60.24,15
I0008119,O002680,P0093,1,680.09,15
I0008120,O002680,P0301,1,15.01,5
I0008121,O002680,P0379,2,37.53,20
I0008122,O002680,P0013,3,39.91,0
I0008123,O002681,P0403,3,46.31,5
I0008124,O002681,P0496,1,192.21,20
I0008125,O002681,P0414,3,277.87,15
I0008126,O002681,P0140,1,1856.97,20
I0008127,O002681,P0204,4,162.9,20
I0008128,O002682,P0284,3,24.25,10
I0008129,O002682,P0209,4,748.06,20
I0008130,O002682,P0356,2,2413.62,5
I0008131,O002682,P0230,2,1149.72,20
I0008132,O002682,P0110,3,10.31,0
I0008133,O002683,P0186,2,230.37,15
I0008134,O002684,P0277,-3,187.86,20
I0008135,O002684,P0272,3,44.23,10
I0008136,O002684,P0318,2,23.24,0
I0008137,O002684,P0084,3,26.73,5
I0008138,O002685,P0134,4,28.44,5
I0008139,O002685,P0324,2,555.61,0
I0008140,O002685,P0006,1,222.45,20
I0008141,O002685,P0061,2,2127.28,10
I0008142,O002685,P0413,3,581.57,0
I0008143,O002686,P0192,3,38.06,10
I0008144,O002687,P0449,1,30.97,20
I0008145,O002687,P0322,1,775.88,20
I0008146,O002687,P0079,1,759.62,10
I0008147,O002687,P0175,1,446.51,10
I0008148,O002687,P0130,1,55.81,20
I0008149,O002688,P0260,3,1393.92,5
I0008150,O002688,P0257,4,143.82,10
I0008151,O002689,P0110,-1,13.89,20
I0008152,O002689,P0136,2,179.81,10
I0008153,O002689,P0472,3,55.77,20
I0008154,O002689,P0190,2,801.42,5
I0008155,O002689,P0270,2,402.99,10
I0008156,O002690,P0391,4,174.36,10
I0008157,O002691,P0476,2,227.54,0
I0008158,O002691,P0334,3,725.71,20
I0008159,O002691,P0446,3,1302.65,20
I0008160,O002692,P0290,4,47.14,5
I0008161,O002693,P0305,1,34.23,10
I0008162,O002693,P0453,4,1009.72,20
I0008163,O002693,P0365,4,60.97,0
I0008164,O002693,P0219,4,15.28,15
I0008165,O002694,P0220,2,765.23,0
I0008166,O002695,P0135,1,56.51,0
I0008167,O002696,P0423,2,117.9,5
I0008168,O002696,P0236,1,670.91,0
I0008169,O002696,P0246,3,818.03,5
I0008170,O002696,P0191,1,181.78,5
I0008171,O002696,P0440,2,2428.59,20
I0008172,O002697,P0155,3,18.59,5
I0008173,O002697,P0145,1,131.25,20
I0008174,O002697,P0228,1,157.97,20
I0008175,O002697,P0052,4,27.55,5
I0008176,O002697,P0175,4,653.28,15
I0008177,O002698,P0032,2,579.21,5
I0008178,O002698,P0005,4,456.82,20
I0008179,O002699,P0294,4,70.22,15
I0008180,O002699,P0417,1,69.24,5
I0008181,O002699,P0415,3,85.5,10
I0008182,O002699,P0351,2,2047.99,10
I0008183,O002699,P0421,2,41.89,10
I0008184,O002700,P0284,3,26.44,15
I0008185,O002701,P0056,2,73.13,0
I0008186,O002701,P0306,2,415.87,10
I0008187,O002701,P0011,2,84.9,20
I0008188,O002702,P0309,3,1424.29,5
I0008189,O002703,P0392,3,890.04,10
I0008190,O002703,P0314,1,510.64,20
I0008191,O002703,P0419,3,50.67,20
I0008192,O002704,P0467,1,47.82,15
I0008193,O002704,P0038,3,46.66,0
I0008194,O002704,P0449,4,25.8,10
I0008195,O002705,P0392,2,778.05,15
I0008196,O002706,P0393,3,60.59,15
I0008197,O002706,P0081,4,36.03,0
I0008198,O002706,P0309,2,1533.86,10
I0008199,O002707,P0163,4,2665.94,10
I0008200,O002707,P0023,1,114.28,5
I0008201,O002708,P0408,-2,785.48,15
I0008202,O002708,P0399,4,618.38,0
I0008203,O002708,P0462,1,62.92,10
I0008204,O002708,P0018,2,562.82,10
I0008205,O002709,P0443,4,23.36,5
I0008206,O002709,P0478,4,16.71,20
I0008207,O002709,P0455,2,286.92,10
