order_id,customer_id,order_date,status,region_code
O002506,C0338,2024-02-08,CANCELLED,NORTH
O002507,C0243,2025-03-22,PLACED,NORTH
O002508,C0008,2025-08-09,CANCELLED,WEST
O002509,C0338,2024-05-30,SHIPPED,WEST
O002510,C0059,2024-01-13,CANCELLED,EAST
O002511,C0071,2024-07-23,DELIVERED,SOUTH
O002512,C0236,2024-07-01,CANCELLED,NORTH
O002513,C0217,2026-05-29,DELIVERED,EAST
O002514,C0451,2025-03-14,RETURNED,WEST
O002515,C0011,2024-03-29,PLACED,SOUTH
O002516,C0022,2026-06-22,PLACED,NORTH
O002517,C0394,2025-05-23,SHIPPED,CENTRAL
O002518,C0422,2025-02-02,PLACED,EAST
O002519,C0396,2025-07-02,RETURNED,CENTRAL
O002520,C0022,2024-10-14,PLACED,NORTH
O002521,C0335,13-01-2024,PLACED,EAST
O002522,C0247,2026-01-29,PLACED,CENTRAL
O002523,C0309,17-01-2024,DELIVERED,EAST
O002524,NULL,2025-03-13,PLACED,SOUTH
O002525,C0234,2025-06-01,CANCELLED,WEST
O002526,C0043,2025-07-09,CANCELLED,EAST
O002527,C0459,2025-02-28,CANCELLED,CENTRAL
O002528,C0474,2026-04-08,DELIVERED,CENTRAL
O002529,C0191,2026-04-16,CANCELLED,WEST
O002530,C0474,2025-12-13,PLACED,NORTH
O002531,C0358,2025-04-10,SHIPPED,EAST
O002532,C0211,09-02-2026,SHIPPED,WEST
O002533,C0137,2025-03-11,CANCELLED,SOUTH
O002534,C0012,2026-04-17,SHIPPED,SOUTH
O002535,C0377,2024-07-06,PLACED,NORTH
O002536,C0315,2024-01-17,SHIPPED,CENTRAL
O002537,C0390,2024-12-03,SHIPPED,CENTRAL
O002538,C0213,2024-07-28,RETURNED,WEST
O002539,C0205,2024-01-25,DELIVERED,EAST
O002540,C0293,2024-05-21,RETURNED,WEST
O002541,C0392,2025-12-17,DELIVERED,WEST
O002542,C0201,2024-07-29,RETURNED,NORTH
O002543,C0243,2024-07-15,RETURNED,NORTH
O002544,C0345,2025-08-03,CANCELLED,EAST
O002545,C0495,2026-06-23,DELIVERED,CENTRAL
O002546,C0217,2026-04-22,SHIPPED,NORTH
O002547,C0106,2026-01-05,DELIVERED,SOUTH
O002548,C0491,2024-11-30,PLACED,EAST
O002549,C0397,2025-08-02,SHIPPED,NORTH
O002550,C0316,2026-08-02,RETURNED,SOUTH
O002551,C0491,2024-10-05,SHIPPED,NORTH
O002552,C0358,2024-05-30,RETURNED,NORTH
O002553,C0213,2025-04-27,PLACED,SOUTH
O002554,C0348,2024-04-26,DELIVERED,NORTH
O002555,C0195,2025-10-28,SHIPPED,CENTRAL
O002556,NULL,2024-12-02,RETURNED,SOUTH
O002557,C0212,2025-10-07,RETURNED,NORTH
O002558,C0266,2025-10-17,SHIPPED,CENTRAL
O002559,C0085,2025-09-07,PLACED,CENTRAL
O002560,C0168,2026-02-09,RETURNED,CENTRAL
O002561,C0495,2024-12-13,DELIVERED,NORTH
O002562,None,2025-07-06,CANCELLED,NORTH
O002563,C0088,2026-03-30,SHIPPED,NORTH
O002564,C0123,2025-10-01,CANCELLED,SOUTH
O002565,C0345,2026-07-11,CANCELLED,SOUTH
O002566,C0329,2024-09-16,DELIVERED,NORTH
O002567,C0092,2024-01-12,PLACED,SOUTH
O002568,C0337,2026-06-16,SHIPPED,SOUTH
O002569,C0235,2025-01-07,CANCELLED,NORTH
O002570,C0128,2026-09-13,SHIPPED,WEST
O002571,C0163,2024-05-16,SHIPPED,WEST
O002572,C0131,2025-05-28,PLACED,NORTH
O002573,C0498,2024-09-05,RETURNED,CENTRAL
O002574,C0076,2024-05-01,RETURNED,EAST
O002575,C0142,2025-12-30,CANCELLED,NORTH
O002576,C0196,2025-02-16,PLACED,CENTRAL
O002577,C0038,2024-05-12,SHIPPED,SOUTH
O002578,C0384,2024-02-21,CANCELLED,CENTRAL
O002579,NULL,2024-05-11,RETURNED,CENTRAL
O002580,C0209,2024-06-30,RETURNED,SOUTH
O002581,C0302,2026-01-24,RETURNED,WEST
O002582,C0443,2025-02-13,PLACED,WEST
O002583,C0007,2024-11-04,PLACED,CENTRAL
O002584,C0417,2024-09-09,RETURNED,NORTH
O002585,C0080,09-05-2024,DELIVERED,WEST
O002586,C0477,2025-02-12,PLACED,SOUTH
O002587,C0437,2024-02-04,DELIVERED,NORTH
O002588,C0105,2025-06-12,RETURNED,WEST
O002589,C0068,2024-02-03,CANCELLED,EAST
O002590,C0082,2026-01-30,PLACED,CENTRAL
O002591,C0497,2025-12-27,SHIPPED,NORTH
O002592,C0292,2025-05-11,PLACED,CENTRAL
O002593,C0464,2025-09-27,RETURNED,NORTH
O002594,C0333,2026-05-27,PLACED,SOUTH
O002595,C0322,2024-01-03,RETURNED,EAST
O002596,C0246,2024-06-05,PLACED,NORTH
O002597,C0159,2024-09-10,PLACED,SOUTH
O002598,C0494,2024-03-15,DELIVERED,NORTH
O002599,C0027,2025-05-23,PLACED,NORTH
O002600,C0116,2025-03-05,SHIPPED,EAST
O002601,C0427,2025-09-28,RETURNED,WEST
O002602,C0100,2024-08-03,PLACED,EAST
O002603,C0434,2025-04-04,DELIVERED,WEST
O002604,C0384,2025-07-01,DELIVERED,WEST
O002605,C0212,2024-11-25,DELIVERED,CENTRAL
O002606,C0437,2026-03-10,SHIPPED,CENTRAL
O002607,C0304,2024-12-21,RETURNED,NORTH
O002608,C0286,24-03-2026,DELIVERED,EAST
O002609,C0459,2026-05-05,PLACED,SOUTH
O002610,C0309,2025-11-13,DELIVERED,NORTH
O002611,C0146,2024-01-12,PLACED,EAST
O002612,C0061,06-07-2025,RETURNED,SOUTH
O002613,C0092,24-03-2024,SHIPPED,NORTH
O002614,C0123,2025-06-10,PLACED,NORTH
O002615,C0338,31-03-2025,PLACED,NORTH
O002616,C0498,2026-07-11,SHIPPED,SOUTH
O002617,C0176,2026-01-08,CANCELLED,EAST
O002618,None,2026-05-20,CANCELLED,NORTH
O002619,C0259,2026-01-07,SHIPPED,NORTH
O002620,C0348,2026-01-02,PLACED,SOUTH
O002621,C0041,2024-04-04,DELIVERED,NORTH
O002622,C0172,2025-07-04,CANCELLED,SOUTH
O002623,C0096,2025-11-04,CANCELLED,SOUTH
O002624,C0076,2024-01-19,CANCELLED,EAST
O002625,C0187,2025-12-29,RETURNED,SOUTH
O002626,C0471,2025-10-17,DELIVERED,CENTRAL
O002627,C0294,2024-12-13,CANCELLED,WEST
O002628,C0068,2026-06-12,DELIVERED,EAST
O002629,C0119,2024-01-14,SHIPPED,EAST
O002630,C0249,2026-04-12,CANCELLED,NORTH
O002631,C0170,2026-04-12,DELIVERED,EAST
O002632,C0023,2024-05-12,PLACED,NORTH
O002633,C0320,12-07-2025,DELIVERED,SOUTH
O002634,C0031,2026-04-04,RETURNED,EAST
O002635,C0174,2024-06-10,CANCELLED,CENTRAL
O002636,C0188,2024-08-24,DELIVERED,NORTH
O002637,C0320,2026-01-03,CANCELLED,EAST
O002638,C0339,2024-11-25,DELIVERED,EAST
O002639,C0147,2026-02-04,SHIPPED,CENTRAL
O002640,C0047,2024-05-07,CANCELLED,EAST
O002641,C0323,2024-12-24,PLACED,WEST
O002642,C0208,2024-06-09,CANCELLED,CENTRAL
O002643,C0254,2024-02-23,CANCELLED,NORTH
O002644,C0416,2025-03-06,PLACED,WEST
O002645,C0443,2025-10-17,SHIPPED,EAST
O002646,C0410,2024-03-05,DELIVERED,NORTH
O002647,C0226,2024-08-23,DELIVERED,EAST
O002648,C0217,2024-02-25,PLACED,EAST
O002649,C0039,2024-08-02,CANCELLED,EAST
O002650,C0375,2026-02-02,CANCELLED,CENTRAL
O002651,C0028,2024-11-22,RETURNED,CENTRAL
O002652,C0273,2025-02-11,RETURNED,SOUTH
O002653,C0220,2024-12-04,RETURNED,WEST
O002654,C0136,2025-10-04,CANCELLED,NORTH
O002655,C0396,2024-07-09,DELIVERED,CENTRAL
O002656,C0136,2024-09-07,DELIVERED,CENTRAL
O002657,C0185,2025-03-18,RETURNED,WEST
O002658,C0109,2026-03-16,PLACED,NORTH
O002659,C0096,2026-06-08,CANCELLED,WEST
O002660,C0193,2025-09-24,SHIPPED,CENTRAL
O002661,C0478,2025-12-27,DELIVERED,SOUTH
O002662,C0123,2025-12-03,DELIVERED,WEST
O002663,C0316,2024-07-12,SHIPPED,EAST
O002664,C0254,2025-11-06,CANCELLED,EAST
O002665,C0420,2024-11-24,CANCELLED,NORTH
O002666,C0469,2025-03-29,RETURNED,SOUTH
O002667,NULL,2024-01-31,SHIPPED,SOUTH
O002668,C0397,2026-02-15,CANCELLED,WEST
O002669,C0240,2025-04-23,DELIVERED,WEST
O002670,C0206,01-11-2024,RETURNED,EAST
O002671,C0027,31-08-2024,RETURNED,EAST
O002672,C0070,2025-10-07,PLACED,NORTH
O002673,C0068,08-07-2026,PLACED,CENTRAL
O002674,C0086,2025-03-14,CANCELLED,SOUTH
O002675,None,2026-05-12,PLACED,WEST
O002676,C0453,2026-03-25,PLACED,EAST
O002677,C0305,2025-05-12,RETURNED,CENTRAL
O002678,C0348,2025-05-11,RETURNED,NORTH
O002679,C0132,2025-09-05,PLACED,EAST
O002680,C0008,2026-06-06,CANCELLED,WEST
O002681,C0152,2024-08-09,CANCELLED,NORTH
O002682,C0067,2024-04-13,DELIVERED,NORTH
O002683,C0169,2025-09-22,DELIVERED,SOUTH
O002684,C0351,2025-04-06,SHIPPED,CENTRAL
O002685,C0498,2025-06-27,SHIPPED,EAST
O002686,C0204,2026-01-02,RETURNED,CENTRAL
O002687,C0073,2024-05-11,PLACED,CENTRAL
O002688,C0498,2026-05-18,SHIPPED,EAST
O002689,C0295,2025-10-19,RETURNED,EAST
O002690,C0201,2024-01-26,PLACED,CENTRAL
O002691,C0397,2026-03-26,RETURNED,WEST
O002692,C0079,2024-07-25,SHIPPED,WEST
O002693,C0043,28-01-2025,PLACED,WEST
O002694,C0351,2025-06-02,CANCELLED,EAST
O002695,C0168,2026-02-08,SHIPPED,EAST
O002696,C0241,17-03-2025,RETURNED,WEST
O002697,C0414,2025-06-27,CANCELLED,EAST
O002698,C0131,2024-11-28,DELIVERED,CENTRAL
O002699,C0302,2025-09-18,SHIPPED,SOUTH
O002700,C0271,2025-02-20,PLACED,WEST
O002701,C0445,2024-02-12,DELIVERED,CENTRAL
O002702,C0153,2026-04-09,DELIVERED,SOUTH
O002703,C0024,2026-03-27,SHIPPED,NORTH
O002704,C0312,2026-03-06,DELIVERED,CENTRAL
O002705,C0395,2025-03-19,RETURNED,WEST
O002706,C0070,2026-05-10,PLACED,WEST
O002707,C0313,2024-10-03,PLACED,WEST
O002708,C0385,2025-12-08,PLACED,WEST
O002709,C0328,2025-10-16,RETURNED,CENTRAL
O002710,C0024,2024-05-23,PLACED,SOUTH
O002711,C0334,2026-06-11,RETURNED,CENTRAL
O002712,C0500,2026-02-20,CANCELLED,SOUTH
O002713,C0433,2024-11-15,CANCELLED,WEST
O002714,C0147,2025-06-29,PLACED,NORTH
O002715,C0263,2026-07-09,SHIPPED,SOUTH
O002716,C0002,2025-05-27,RETURNED,WEST
O002717,C0357,2025-06-10,SHIPPED,SOUTH
O002718,C0498,2026-07-01,RETURNED,EAST
O002719,C0085,2025-04-15,CANCELLED,SOUTH
O002720,C0359,2024-01-03,DELIVERED,EAST
O002721,C0048,2026-04-11,RETURNED,SOUTH
O002722,C0151,2026-03-08,PLACED,WEST
O002723,C0319,15-07-2025,SHIPPED,WEST
O002724,C0372,2024-05-27,RETURNED,NORTH
O002725,C0078,2026-06-24,CANCELLED,EAST
O002726,C0422,2024-10-06,RETURNED,EAST
O002727,C0415,2025-04-22,CANCELLED,WEST
O002728,C0255,2024-11-17,RETURNED,CENTRAL
O002729,NULL,2025-12-02,RETURNED,NORTH
O002730,C0165,2025-05-20,RETURNED,WEST
O002731,C0086,2025-02-18,CANCELLED,SOUTH
O002732,C0269,2024-01-24,SHIPPED,SOUTH
O002733,C0304,2025-02-12,RETURNED,NORTH
O002734,C0324,2026-05-20,SHIPPED,CENTRAL
O002735,C0332,2026-03-19,DELIVERED,CENTRAL
O002736,C0393,17-05-2024,CANCELLED,WEST
O002737,C0367,2026-02-17,RETURNED,SOUTH
O002738,C0113,2025-05-07,SHIPPED,SOUTH
O002739,C0141,2025-12-24,CANCELLED,NORTH
O002740,C0125,2025-12-31,CANCELLED,CENTRAL
O002741,C0401,2026-01-17,CANCELLED,NORTH
O002742,C0410,2025-05-13,SHIPPED,NORTH
O002743,C0166,2024-12-03,DELIVERED,EAST
O002744,C0066,2025-10-21,SHIPPED,CENTRAL
O002745,C0141,2025-12-28,RETURNED,SOUTH
O002746,C0054,2024-03-19,DELIVERED,SOUTH
O002747,C0480,2024-08-20,RETURNED,WEST
O002748,C0059,2024-11-28,DELIVERED,NORTH
O002749,C0299,2025-10-16,SHIPPED,SOUTH
O002750,C0328,2024-11-05,PLACED,WEST
O002751,C0500,2025-04-29,CANCELLED,WEST
O002752,C0489,2024-11-01,PLACED,WEST
O002753,C0112,2026-02-15,CANCELLED,EAST
O002754,C0232,2025-12-24,CANCELLED,SOUTH
O002755,C0054,2025-06-05,SHIPPED,CENTRAL
O002756,C0425,2024-03-31,SHIPPED,SOUTH
O002757,C0117,2024-06-28,RETURNED,EAST
O002758,C0321,2026-01-26,CANCELLED,SOUTH
O002759,C0154,2024-10-25,DELIVERED,EAST
O002760,C0381,2025-10-09,CANCELLED,EAST
O002761,C0380,2026-07-17,SHIPPED,NORTH
O002762,C0263,2025-11-11,PLACED,NORTH
O002763,C0117,2026-03-17,DELIVERED,CENTRAL
O002764,C0131,2026-04-16,SHIPPED,CENTRAL
O002765,C0415,2026-01-06,SHIPPED,SOUTH
O002766,C0395,2024-01-30,DELIVERED,CENTRAL
O002767,C0372,2025-10-23,SHIPPED,WEST
O002768,C0194,2025-04-08,CANCELLED,NORTH
O002769,C0001,2024-05-22,DELIVERED,SOUTH
O002770,C0407,2026-05-19,RETURNED,CENTRAL
O002771,C0279,2024-02-10,RETURNED,SOUTH
O002772,C0457,2025-03-07,CANCELLED,CENTRAL
O002773,C0037,2024-12-01,PLACED,NORTH
O002774,C0316,2024-06-17,CANCELLED,EAST
O002775,C0223,2026-06-21,RETURNED,WEST
O002776,C0127,2025-05-16,PLACED,WEST
O002777,C0458,2025-09-19,CANCELLED,WEST
O002778,C0193,2026-05-21,SHIPPED,CENTRAL
O002779,C0166,2024-01-03,SHIPPED,EAST
O002780,C0400,2024-10-22,SHIPPED,CENTRAL
O002781,C0467,02-07-2025,SHIPPED,NORTH
O002782,C0130,2025-01-04,CANCELLED,EAST
O002783,C0298,2026-04-29,RETURNED,WEST
O002784,C0270,2025-06-13,DELIVERED,EAST
O002785,C0008,2025-08-20,DELIVERED,CENTRAL
O002786,C0100,2024-02-23,RETURNED,WEST
O002787,C0495,2024-09-06,DELIVERED,EAST
O002788,C0118,2025-03-19,DELIVERED,WEST
O002789,C0409,2025-07-15,RETURNED,EAST
O002790,C0217,2024-11-04,RETURNED,NORTH
O002791,C0074,2026-06-03,DELIVERED,EAST
O002792,C0483,2024-09-26,SHIPPED,SOUTH
O002793,C0028,2024-07-08,PLACED,NORTH
O002794,C0346,2024-11-30,PLACED,SOUTH
O002795,C0014,17-02-2025,RETURNED,CENTRAL
O002796,C0073,2024-01-20,RETURNED,SOUTH
O002797,C0066,2024-05-18,RETURNED,SOUTH
O002798,C0095,2025-11-11,RETURNED,NORTH
O002799,C0436,2024-03-18,RETURNED,NORTH
O002800,C0099,2024-08-21,DELIVERED,SOUTH
O002801,C0082,2024-09-06,PLACED,EAST
O002802,C0065,2024-08-09,RETURNED,WEST
O002803,NULL,2026-03-23,SHIPPED,NORTH
O002804,C0374,2026-04-09,CANCELLED,SOUTH
O002805,C0142,2025-11-08,SHIPPED,EAST
O002806,C0208,2026-05-04,CANCELLED,EAST
O002807,C0417,2024-12-06,SHIPPED,EAST
O002808,C0404,2024-09-09,PLACED,NORTH
O002809,C0137,2025-04-29,PLACED,SOUTH
O002810,C0148,2026-06-18,CANCELLED,EAST
O002811,C0342,2024-08-26,CANCELLED,SOUTH
O002812,C0391,2025-10-11,SHIPPED,EAST
O002813,C0104,2026-06-17,SHIPPED,EAST
O002814,C0053,2024-12-12,CANCELLED,SOUTH
O002815,C0382,2025-10-02,PLACED,WEST
O002816,C0281,2024-12-02,DELIVERED,WEST
O002817,C0375,2025-07-05,RETURNED,CENTRAL
O002818,C0404,2025-11-04,RETURNED,NORTH
O002819,C0052,2025-02-07,DELIVERED,SOUTH
O002820,C0012,2025-05-24,SHIPPED,NORTH
O002821,C0483,2024-04-07,DELIVERED,CENTRAL
O002822,C0459,2024-05-23,DELIVERED,EAST
O002823,C0204,2026-03-13,SHIPPED,EAST
O002824,C0329,2024-10-11,CANCELLED,EAST
O002825,C0177,2026-02-07,SHIPPED,CENTRAL
O002826,C0441,2026-04-05,RETURNED,EAST
O002827,C0259,2026-05-16,CANCELLED,EAST
O002828,C0291,2025-04-16,RETURNED,SOUTH
O002829,C0112,2024-12-02,SHIPPED,EAST
O002830,C0403,2026-03-02,RETURNED,EAST
O002831,,2025-08-22,SHIPPED,WEST
O002832,C0470,2025-11-12,PLACED,CENTRAL
O002833,C0407,2024-04-12,DELIVERED,NORTH
O002834,C0489,2024-03-13,PLACED,CENTRAL
O002835,C0047,2024-04-16,DELIVERED,NORTH
O002836,C0025,2026-05-18,SHIPPED,CENTRAL
O002837,C0288,2026-04-30,RETURNED,NORTH
O002838,C0383,2024-03-15,SHIPPED,EAST
O002839,C0257,2026-07-05,DELIVERED,SOUTH
O002840,C0164,2024-07-21,DELIVERED,WEST
O002841,C0429,2025-08-28,CANCELLED,NORTH
O002842,C0438,2025-12-19,DELIVERED,CENTRAL
O002843,C0350,2024-11-12,CANCELLED,NORTH
O002844,C0083,2025-06-17,RETURNED,WEST
O002845,C0436,2025-10-09,RETURNED,SOUTH
O002846,C0497,2025-03-22,CANCELLED,SOUTH
O002847,C0310,2024-03-14,CANCELLED,EAST
O002848,C0315,2024-04-23,SHIPPED,SOUTH
O002849,C0329,2024-06-04,DELIVERED,EAST
O002850,C0112,2024-12-05,CANCELLED,NORTH
O002851,C0209,2025-07-15,CANCELLED,EAST
O002852,None,2024-03-17,CANCELLED,CENTRAL
O002853,C0278,2025-09-03,CANCELLED,WEST
O002854,C0310,2024-10-16,DELIVERED,EAST
O002855,C0055,2025-08-28,CANCELLED,SOUTH
O002856,C0188,2025-01-07,CANCELLED,NORTH
O002857,C0234,2024-06-08,DELIVERED,EAST
O002858,,2026-06-13,PLACED,NORTH
O002859,NULL,2024-08-15,SHIPPED,EAST
O002860,C0021,2026-03-17,DELIVERED,WEST
O002861,C0210,2025-07-08,DELIVERED,WEST
O002862,C0070,2025-07-03,DELIVERED,NORTH
O002863,C0180,2026-06-10,SHIPPED,SOUTH
O002864,C0285,2024-06-07,RETURNED,SOUTH
O002865,C0184,2026-07-22,RETURNED,EAST
O002866,C0232,2025-09-11,DELIVERED,SOUTH
O002867,NULL,2025-11-14,SHIPPED,SOUTH
O002868,C0393,2025-10-20,CANCELLED,EAST
O002869,C0061,2025-10-16,DELIVERED,CENTRAL
O002870,C0389,20-04-2025,DELIVERED,NORTH
O002871,C0459,2024-11-03,SHIPPED,EAST
O002872,C0040,2025-09-19,DELIVERED,EAST
O002873,C0148,2025-04-25,SHIPPED,CENTRAL
O002874,C0019,2024-06-28,DELIVERED,WEST
O002875,C0114,2026-02-13,DELIVERED,SOUTH
O002876,C0238,2025-07-25,RETURNED,WEST
O002877,C0129,2026-07-14,PLACED,CENTRAL
O002878,C0166,2024-12-18,DELIVERED,CENTRAL
O002879,C0389,2026-08-12,CANCELLED,CENTRAL
O002880,C0327,2024-02-20,RETURNED,WEST
O002881,C0008,2025-01-21,SHIPPED,WEST
O002882,C0388,2024-10-06,CANCELLED,WEST
O002883,C0048,2024-08-16,DELIVERED,SOUTH
O002884,C0184,2024-08-13,RETURNED,CENTRAL
O002885,C0083,2025-10-17,CANCELLED,SOUTH
O002886,C0166,01-04-2026,SHIPPED,EAST
O002887,C0090,05-08-2024,SHIPPED,EAST
O002888,C0057,2026-01-07,PLACED,CENTRAL
O002889,C0174,2024-11-18,SHIPPED,WEST
O002890,C0289,2026-04-08,SHIPPED,SOUTH
O002891,C0114,2025-11-03,SHIPPED,SOUTH
O002892,C0435,2024-03-25,SHIPPED,NORTH
O002893,C0144,2024-01-21,RETURNED,CENTRAL
O002894,C0047,2025-03-29,SHIPPED,NORTH
O002895,C0155,2024-03-30,PLACED,SOUTH
O002896,C0303,2024-06-29,DELIVERED,WEST
O002897,C0114,2024-05-09,SHIPPED,CENTRAL
O002898,None,2025-05-27,SHIPPED,NORTH
O002899,C0215,2024-04-07,SHIPPED,EAST
O002900,C0317,2024-08-19,DELIVERED,SOUTH
O002901,C0363,2025-08-18,PLACED,WEST
O002902,C0367,2026-01-05,PLACED,CENTRAL
O002903,C0159,2024-01-03,SHIPPED,NORTH
O002904,C0147,2026-03-23,SHIPPED,NORTH
O002905,C0493,2025-01-29,DELIVERED,EAST
O002906,C0170,2025-01-20,DELIVERED,CENTRAL
O002907,C0152,2026-02-14,DELIVERED,WEST
O002908,C0499,2025-05-25,SHIPPED,WEST
O002909,C0332,2026-07-06,RETURNED,NORTH
O002910,C0421,2025-12-18,RETURNED,NORTH
O002911,C0080,2024-05-15,CANCELLED,NORTH
O002912,C0198,2025-10-06,SHIPPED,SOUTH
O002913,C0351,2025-05-12,CANCELLED,CENTRAL
O002914,C0369,2024-10-18,DELIVERED,EAST
O002915,C0434,2024-06-04,SHIPPED,WEST
O002916,C0426,2024-12-10,SHIPPED,SOUTH
O002917,C0360,2025-12-15,RETURNED,WEST
O002918,C0195,2025-09-19,PLACED,NORTH
O002919,C0252,2025-11-05,DELIVERED,EAST
O002920,C0459,2024-08-03,DELIVERED,WEST
O002921,C0412,2024-12-27,SHIPPED,EAST
O002922,C0033,2026-04-04,SHIPPED,SOUTH
O002923,C0251,2026-05-04,CANCELLED,WEST
O002924,C0134,2025-06-25,RETURNED,EAST
O002925,C0363,11-01-2025,DELIVERED,WEST
O002926,C0297,2024-05-12,DELIVERED,SOUTH
O002927,C0420,2025-11-19,CANCELLED,WEST
O002928,C0092,2025-09-03,RETURNED,SOUTH
O002929,C0132,2025-12-02,PLACED,WEST
O002930,C0445,2026-03-12,PLACED,WEST
O002931,C0237,2025-07-17,DELIVERED,EAST
O002932,C0467,2024-12-19,PLACED,NORTH
O002933,C0443,2025-06-16,RETURNED,CENTRAL
O002934,C0069,2024-04-05,SHIPPED,SOUTH
O002935,C0099,2025-03-31,PLACED,EAST
O002936,C0033,2026-01-04,CANCELLED,SOUTH
O002937,C0209,2025-10-07,RETURNED,WEST
O002938,C0103,2024-01-05,DELIVERED,NORTH
O002939,C0457,2026-06-28,CANCELLED,EAST
O002940,C0396,2026-06-09,CANCELLED,CENTRAL
O002941,C0196,2024-01-24,RETURNED,WEST
O002942,C0256,2026-01-11,PLACED,EAST
O002943,C0311,2024-10-19,PLACED,WEST
O002944,C0144,2025-08-04,RETURNED,EAST
O002945,C0391,2026-06-06,DELIVERED,NORTH
O002946,C0056,2026-07-09,RETURNED,NORTH
O002947,None,2026-06-17,DELIVERED,EAST
O002948,C0131,2025-10-15,CANCELLED,WEST
O002949,C0458,2025-06-05,DELIVERED,EAST
O002950,C0264,2025-10-23,SHIPPED,NORTH
O002951,NULL,2025-10-16,DELIVERED,WEST
O002952,C0431,2026-04-15,DELIVERED,SOUTH
O002953,C0455,2025-04-18,RETURNED,SOUTH
O002954,C0248,2025-12-19,CANCELLED,CENTRAL
O002955,C0217,2024-04-25,PLACED,CENTRAL
O002956,C0377,2025-12-30,DELIVERED,EAST
O002957,C0443,2024-01-29,PLACED,CENTRAL
O002958,C0035,2025-08-25,SHIPPED,EAST
O002959,C0488,2024-09-02,SHIPPED,EAST
O002960,C0082,2025-02-01,CANCELLED,EAST
O002961,C0287,2024-02-14,CANCELLED,CENTRAL
O002962,C0249,11-09-2025,SHIPPED,CENTRAL
O002963,C0175,2024-07-28,CANCELLED,CENTRAL
O002964,C0287,2026-04-10,DELIVERED,SOUTH
O002965,C0164,2024-05-08,SHIPPED,NORTH
O002966,C0412,2025-07-11,RETURNED,WEST
O002967,C0065,26-06-2026,RETURNED,SOUTH
O002968,C0487,2025-05-10,DELIVERED,NORTH
O002969,C0450,2026-02-17,RETURNED,WEST
O002970,C0102,2024-01-02,DELIVERED,NORTH
O002971,C0424,2024-05-24,CANCELLED,SOUTH
O002972,C0455,2025-11-25,CANCELLED,WEST
O002973,C0049,2026-02-14,DELIVERED,CENTRAL
O002974,C0299,2025-10-08,CANCELLED,WEST
O002975,C0395,2025-04-11,RETURNED,SOUTH
O002976,C0100,21-10-2024,SHIPPED,EAST
O002977,C0484,2024-05-21,CANCELLED,CENTRAL
O002978,C0103,2025-12-12,SHIPPED,CENTRAL
O002979,C0361,2024-01-14,CANCELLED,NORTH
O002980,C0391,2024-04-26,PLACED,NORTH
O002981,C0382,2025-12-19,CANCELLED,NORTH
O002982,NULL,2025-05-31,PLACED,WEST
O002983,C0466,2024-12-10,PLACED,EAST
O002984,C0260,2025-05-27,DELIVERED,EAST
O002985,C0293,2025-02-16,RETURNED,WEST
O002986,C0325,2025-01-31,SHIPPED,NORTH
O002987,C0483,2025-05-21,RETURNED,SOUTH
O002988,C0159,2025-02-06,CANCELLED,SOUTH
O002989,,2024-01-03,DELIVERED,CENTRAL
O002990,NULL,2025-11-11,DELIVERED,CENTRAL
O002991,C0013,2025-07-26,DELIVERED,WEST
O002992,C0489,2025-10-29,SHIPPED,EAST
O002993,C0461,2025-03-06,SHIPPED,NORTH
O002994,C0046,29-02-2024,RETURNED,SOUTH
O002995,C0034,2026-08-05,RETURNED,NORTH
O002996,C0089,2025-06-23,DELIVERED,EAST
O002997,C0279,2026-06-20,SHIPPED,NORTH
O002998,C0473,2024-09-25,CANCELLED,WEST
O002999,C0088,30-06-2025,SHIPPED,WEST
O003000,C0267,2024-03-09,CANCELLED,EAST
O003001,C0394,2025-04-13,DELIVERED,NORTH
O003002,C0179,2025-11-28,RETURNED,WEST
O003003,C0255,2024-07-26,RETURNED,CENTRAL
O003004,C0064,2026-02-03,CANCELLED,EAST
O003005,C0332,2024-01-30,DELIVERED,CENTRAL
O003006,C0254,2025-05-05,SHIPPED,WEST
O003007,C0475,2024-08-29,DELIVERED,WEST
O003008,C0451,2026-03-05,SHIPPED,SOUTH
O003009,C0218,2025-03-18,SHIPPED,WEST
O003010,C0330,2025-02-10,RETURNED,CENTRAL
O003011,C0347,2026-08-04,SHIPPED,EAST
O003012,C0290,2025-07-02,SHIPPED,WEST
O003013,C0166,2025-09-09,RETURNED,EAST
O003014,C0492,2026-01-29,PLACED,NORTH
O003015,C0396,2025-03-27,RETURNED,SOUTH
O003016,C0293,2024-03-12,CANCELLED,EAST
O003017,C0411,2024-04-05,PLACED,CENTRAL
O003018,C0220,2024-02-10,RETURNED,SOUTH
O003019,C0135,2024-10-03,CANCELLED,EAST
O003020,C0328,2025-04-19,RETURNED,SOUTH
O003021,C0010,2024-05-06,RETURNED,WEST
O003022,NULL,2025-10-02,RETURNED,EAST
O003023,C0077,2024-07-04,DELIVERED,CENTRAL
O003024,C0009,2025-01-28,SHIPPED,NORTH
O003025,C0482,2024-05-19,CANCELLED,SOUTH
O003026,C0133,2025-12-19,PLACED,NORTH
O003027,C0358,2026-04-08,PLACED,EAST
O003028,C0201,2025-11-10,CANCELLED,EAST
O003029,C0026,2026-01-07,PLACED,EAST
O003030,C0482,2025-01-16,CANCELLED,CENTRAL
O003031,C0500,2025-07-03,PLACED,CENTRAL
